"IDN5";"NM5";"IDN4";"NM4";"IDN3";"NM3";"IDN2";"NM2";"POINT_X";"POINT_Y"
814628;"Galovany";510416;"Galovany";505;"Liptovskı Mikuláš";5;"ilinskı";-386971.37;-1191615.79
814636;"Brakoò";503762;"Gáò";202;"Galanta";2;"Trnavskı";-526952.0;-1275881.22
814644;"Gáò";503762;"Gáò";202;"Galanta";2;"Trnavskı";-527732.25;-1275178.73
814652;"Filice";523437;"Gánovce";706;"Poprad";7;"Prešovskı";-330764.04;-1202290.76
814661;"Gánovce";523437;"Gánovce";706;"Poprad";7;"Prešovskı";-329284.76;-1201772.59
814679;"Gbe¾any";517551;"Gbe¾any";511;"ilina";5;"ilinskı";-435061.82;-1173034.22
814687;"Gbelce";503185;"Gbelce";404;"Nové Zámky";4;"Nitriansky";-472504.74;-1323689.54
814717;"Gbely";504351;"Gbely";206;"Skalica";2;"Trnavskı";-568174.55;-1216154.22
814733;"Geèa";521370;"Geèa";806;"Košice - okolie";8;"Košickı";-259500.68;-1250484.05
814741;"Gelnica";526509;"Gelnica";801;"Gelnica";8;"Košickı";-285828.78;-1226068.06
814865;"Gemer";514721;"Gemer";608;"Revúca";6;"Banskobystrickı";-332839.72;-1265444.27
814881;"Gemerèek";514730;"Gemerèek";609;"Rimavská Sobota";6;"Banskobystrickı";-358150.76;-1278379.67
814903;"Gemerská Hôrka";525651;"Gemerská Hôrka";808;"Roòava";8;"Košickı";-330038.38;-1255779.95
814911;"Gemerská Panica";514748;"Gemerská Panica";808;"Roòava";8;"Košickı";-327289.85;-1263800.36
814938;"Gemerská Poloma";525669;"Gemerská Poloma";808;"Roòava";8;"Košickı";-318997.4;-1233532.36
814954;"Gemerská Ves";514756;"Gemerská Ves";608;"Revúca";6;"Banskobystrickı";-336437.74;-1262155.14
814971;"Gemerské Dechtáre";514764;"Gemerské Dechtáre";609;"Rimavská Sobota";6;"Banskobystrickı";-357079.68;-1288136.03
814989;"Gemerské Michalovce";557889;"Gemerské Michalovce";609;"Rimavská Sobota";6;"Banskobystrickı";-342246.21;-1267528.34
814997;"Gemerskı Milhos";525677;"Gemerské Teplice";608;"Revúca";6;"Banskobystrickı";-334269.43;-1249377.8
815004;"Jelšavská Teplica";525677;"Gemerské Teplice";608;"Revúca";6;"Banskobystrickı";-335825.2;-1248347.53
815021;"Gemerskı Jablonec";514781;"Gemerskı Jablonec";609;"Rimavská Sobota";6;"Banskobystrickı";-359917.29;-1292670.72
815039;"Mikolèany";525685;"Gemerskı Sad";608;"Revúca";6;"Banskobystrickı";-332429.23;-1249946.9
815047;"Nováèany";525685;"Gemerskı Sad";608;"Revúca";6;"Banskobystrickı";-331562.62;-1251751.6
815055;"Geraltov";524425;"Geraltov";707;"Prešov";7;"Prešovskı";-260149.74;-1192334.55
815071;"Gerlachov";519189;"Gerlachov";701;"Bardejov";7;"Prešovskı";-270774.81;-1171034.15
815098;"Gerlachov";523445;"Gerlachov";706;"Poprad";7;"Prešovskı";-337411.11;-1193459.01
815101;"Giglovce";544191;"Giglovce";713;"Vranov nad Top¾ou";7;"Prešovskı";-226597.5;-1209812.48
815136;"Giraltovce";519197;"Giraltovce";712;"Svidník";7;"Prešovskı";-241328.96;-1196484.21
815144;"Girovce";544205;"Girovce";713;"Vranov nad Top¾ou";7;"Prešovskı";-224732.07;-1208118.63
815152;"Glabušovce";516007;"Glabušovce";610;"Ve¾kı Krtíš";6;"Banskobystrickı";-399752.49;-1294665.46
815179;"Goèaltovo";525693;"Goèaltovo";808;"Roòava";8;"Košickı";-331856.54;-1244807.14
815187;"Goèovo";525707;"Goèovo";808;"Roòava";8;"Košickı";-323091.51;-1232173.46
815195;"Golianovo";500232;"Golianovo";403;"Nitra";4;"Nitriansky";-491038.92;-1274796.11
815209;"Gondovo";502588;"Nová Dedina";402;"Levice";4;"Nitriansky";-457629.09;-1274070.33
815217;"Gortva";514799;"Gortva";609;"Rimavská Sobota";6;"Banskobystrickı";-356262.38;-1281167.97
815225;"Bizovo";514799;"Gortva";609;"Rimavská Sobota";6;"Banskobystrickı";-359507.41;-1283282.88
815233;"Èenice";514799;"Gortva";609;"Rimavská Sobota";6;"Banskobystrickı";-356794.71;-1285171.44
815250;"Gôtovany";510424;"Gôtovany";505;"Liptovskı Mikuláš";5;"ilinskı";-388845.95;-1193711.83
815268;"Granè-Petrovce";526517;"Granè-Petrovce";704;"Levoèa";7;"Prešovskı";-294372.52;-1207255.77
815276;"Gregorova Vieska";557331;"Gregorova Vieska";606;"Luèenec";6;"Banskobystrickı";-388536.68;-1269888.85
815284;"Gregorovce";524433;"Gregorovce";707;"Prešov";7;"Prešovskı";-265030.15;-1200825.51
815292;"Gribov";527289;"Gribov";711;"Stropkov";7;"Prešovskı";-226165.41;-1176668.73
815306;"Gyòov";521388;"Gyòov";806;"Košice - okolie";8;"Košickı";-259800.6;-1254686.56
815322;"Habovka";509655;"Habovka";510;"Tvrdošín";5;"ilinskı";-376631.39;-1171025.04
815331;"Habura";520187;"Habura";705;"Medzilaborce";7;"Prešovskı";-215236.28;-1172922.85
815349;"Haèava";514829;"Hnúša";609;"Rimavská Sobota";6;"Banskobystrickı";-359190.48;-1244756.43
815365;"Haèava";521396;"Haèava";806;"Košice - okolie";8;"Košickı";-294838.2;-1243267.9
815373;"Hágy";523801;"Re¾ov";703;"Kemarok";7;"Prešovskı";-324842.91;-1173066.96
815381;"Háj";512265;"Háj";509;"Turèianske Teplice";5;"ilinskı";-436041.54;-1213447.76
815390;"Hajná Nová Ves";542881;"Hajná Nová Ves";406;"Topo¾èany";4;"Nitriansky";-501344.39;-1243850.72
815411;"Hajnáèka";514811;"Hajnáèka";609;"Rimavská Sobota";6;"Banskobystrickı";-361767.12;-1289212.29
815446;"Hájske";500241;"Hájske";405;"Ša¾a";4;"Nitriansky";-515862.08;-1273717.19
815462;"Hajtovka";526703;"Hajtovka";710;"Stará ¼ubovòa";7;"Prešovskı";-295580.33;-1173157.12
815471;"Haláèovce";542890;"Haláèovce";301;"Bánovce nad Bebravou";3;"Trenèiansky";-488365.51;-1226158.54
815489;"Otrhánky";556289;"Otrhánky";301;"Bánovce nad Bebravou";3;"Trenèiansky";-487536.28;-1228033.06
815501;"Haliè";511421;"Haliè";606;"Luèenec";6;"Banskobystrickı";-388528.63;-1276934.76
815578;"Haligovce";526711;"Haligovce";710;"Stará ¼ubovòa";7;"Prešovskı";-318012.73;-1164761.9
815586;"Hámre";506567;"Trenèianska Turná";309;"Trenèín";3;"Trenèiansky";-497211.0;-1209519.1
815594;"Hamuliakovo";507903;"Hamuliakovo";108;"Senec";1;"Bratislavskı";-564131.07;-1293703.04
815608;"Handlová";513997;"Handlová";307;"Prievidza";3;"Trenèiansky";-446501.63;-1227834.36
815675;"Hanigovce";524441;"Hanigovce";708;"Sabinov";7;"Prešovskı";-277172.66;-1187350.65
815691;"Haniska";521400;"Haniska";806;"Košice - okolie";8;"Košickı";-263661.7;-1250508.14
815705;"Haniska";518522;"Haniska";707;"Prešov";7;"Prešovskı";-262163.25;-1213583.39
815713;"Hanková";525715;"Hanková";808;"Roòava";8;"Košickı";-332917.9;-1231683.8
815721;"Hankovce";519201;"Hankovce";701;"Bardejov";7;"Prešovskı";-249863.88;-1185012.84
815730;"Hankovce";520195;"Hankovce";702;"Humenné";7;"Prešovskı";-211295.66;-1207323.34
815748;"Hanušovce nad Top¾ou";544213;"Hanušovce nad Top¾ou";713;"Vranov nad Top¾ou";7;"Prešovskı";-244354.19;-1206887.4
815764;"Harakovce";526525;"Harakovce";704;"Levoèa";7;"Prešovskı";-291466.21;-1207176.92
815772;"Harhaj";519219;"Harhaj";701;"Bardejov";7;"Prešovskı";-248965.66;-1188626.97
815781;"Harichovce";526533;"Harichovce";810;"Spišská Nová Ves";8;"Košickı";-310720.14;-1210193.5
815799;"Harmanec";508594;"Harmanec";601;"Banská Bystrica";6;"Banskobystrickı";-422929.15;-1221954.68
815802;"Harvelka";509311;"Nová Bystrica";502;"Èadca";5;"ilinskı";-414160.22;-1160019.9
815918;"Hatalov";522431;"Hatalov";807;"Michalovce";8;"Košickı";-216449.13;-1248612.4
815926;"Hatné";557510;"Hatné";306;"Povaská Bystrica";3;"Trenèiansky";-469686.28;-1173470.05
815942;"Havaj";527297;"Havaj";711;"Stropkov";7;"Prešovskı";-221058.16;-1181482.39
815951;"Havka";523461;"Havka";703;"Kemarok";7;"Prešovskı";-321482.87;-1167314.94
815969;"Havranec";527301;"Havranec";712;"Svidník";7;"Prešovskı";-238551.04;-1162778.14
815977;"Haín";522449;"Haín";807;"Michalovce";8;"Košickı";-205277.19;-1239703.47
815985;"Halín";519227;"Halín";701;"Bardejov";7;"Prešovskı";-248504.04;-1175647.95
816001;"Helcmanovce";526541;"Helcmanovce";801;"Gelnica";8;"Košickı";-291536.89;-1225155.93
816019;"He¾pa";508608;"He¾pa";603;"Brezno";6;"Banskobystrickı";-356621.11;-1218836.89
816027;"Henckovce";525723;"Henckovce";808;"Roòava";8;"Košickı";-323463.3;-1237799.68
816035;"Henclová";526550;"Henclová";801;"Gelnica";8;"Košickı";-313466.22;-1231927.05
816043;"Hencovce";581674;"Hencovce";713;"Vranov nad Top¾ou";7;"Prešovskı";-227464.29;-1224403.96
816051;"Hendrichovce";524450;"Hendrichovce";707;"Prešov";7;"Prešovskı";-280727.95;-1205068.07
816060;"Her¾any";521418;"Her¾any";806;"Košice - okolie";8;"Košickı";-244166.48;-1230773.71
816078;"írovce";521418;"Her¾any";806;"Košice - okolie";8;"Košickı";-247242.73;-1232534.7
816086;"Hermanovce";524468;"Hermanovce";707;"Prešov";7;"Prešovskı";-279547.86;-1201427.96
816094;"Hermanovce nad Top¾ou";544221;"Hermanovce nad Top¾ou";713;"Vranov nad Top¾ou";7;"Prešovskı";-244354.83;-1212640.39
816108;"Hertník";519235;"Hertník";701;"Bardejov";7;"Prešovskı";-263295.73;-1185536.57
816116;"Hervartov";519243;"Hervartov";701;"Bardejov";7;"Prešovskı";-264669.95;-1181086.2
816124;"Hiade¾";508616;"Hiade¾";601;"Banská Bystrica";6;"Banskobystrickı";-404856.73;-1218901.86
816132;"Hincovce";526568;"Hincovce";810;"Spišská Nová Ves";8;"Košickı";-300779.49;-1210499.25
816159;"Hladovka";509663;"Hladovka";510;"Tvrdošín";5;"ilinskı";-368421.41;-1160921.36
816175;"Hlboké";504360;"Hlboké";205;"Senica";2;"Trnavskı";-546508.42;-1226908.09
816183;"Hlboké nad Váhom";581984;"Hlboké nad Váhom";501;"Bytèa";5;"ilinskı";-453982.59;-1172865.88
816191;"Hliník nad Hronom";516767;"Hliník nad Hronom";613;"iar nad Hronom";6;"Banskobystrickı";-445445.11;-1248899.58
816221;"Hlinné";544230;"Hlinné";713;"Vranov nad Top¾ou";7;"Prešovskı";-239539.63;-1214965.22
816230;"Hlivištia";522457;"Hlivištia";809;"Sobrance";8;"Košickı";-191257.7;-1231225.81
816248;"Hlohovec";507032;"Hlohovec";203;"Hlohovec";2;"Trnavskı";-518036.08;-1254243.29
816400;"Hloa-Podhorie";512851;"Beluša";308;"Púchov";3;"Trenèiansky";-474256.91;-1191999.78
816418;"Hniezdne";526720;"Hniezdne";710;"Stará ¼ubovòa";7;"Prešovskı";-305016.41;-1172998.32
816434;"Hnilèík";526576;"Hnilèík";810;"Spišská Nová Ves";8;"Košickı";-314278.98;-1222061.46
816477;"Hnilec";526584;"Hnilec";810;"Spišská Nová Ves";8;"Košickı";-317756.78;-1224711.2
816507;"Hnojné";522465;"Hnojné";807;"Michalovce";8;"Košickı";-203204.55;-1235019.79
816515;"Hnúša";514829;"Hnúša";609;"Rimavská Sobota";6;"Banskobystrickı";-360098.66;-1249302.04
816558;"Hodejov";514837;"Hodejov";609;"Rimavská Sobota";6;"Banskobystrickı";-359832.13;-1280543.66
816566;"Hodejovec";514845;"Hodejovec";609;"Rimavská Sobota";6;"Banskobystrickı";-358027.35;-1284467.83
816574;"Hodkovce";521426;"Hodkovce";806;"Košice - okolie";8;"Košickı";-275008.49;-1243498.77
816582;"Hokovce";502243;"Hokovce";402;"Levice";4;"Nitriansky";-444699.75;-1290921.65
816591;"Holèíkovce";528731;"Holèíkovce";713;"Vranov nad Top¾ou";7;"Prešovskı";-227420.24;-1207705.32
816612;"Dolné Holiare";580911;"Holiare";401;"Komárno";4;"Nitriansky";-524957.76;-1321871.47
816621;"Horné Holiare";580911;"Holiare";401;"Komárno";4;"Nitriansky";-524831.6;-1319529.77
816639;"Beketfa";501581;"Holice";201;"Dunajská Streda";2;"Trnavskı";-546032.93;-1300566.02
816647;"Èéfa";501581;"Holice";201;"Dunajská Streda";2;"Trnavskı";-548291.59;-1297875.66
816655;"Kostolná Gala";501581;"Holice";201;"Dunajská Streda";2;"Trnavskı";-547553.0;-1299130.03
816663;"Malá Budafa";501581;"Holice";201;"Dunajská Streda";2;"Trnavskı";-549747.05;-1301481.73
816680;"Póšfa";501581;"Holice";201;"Dunajská Streda";2;"Trnavskı";-549182.95;-1302379.26
816698;"Stará Gala";501581;"Holice";201;"Dunajská Streda";2;"Trnavskı";-547416.99;-1301528.78
816701;"Ve¾ká Budafa";501581;"Holice";201;"Dunajská Streda";2;"Trnavskı";-549026.24;-1299869.42
816710;"Èentöfa";501581;"Holice";201;"Dunajská Streda";2;"Trnavskı";-547569.08;-1297623.81
816728;"Holíè";504378;"Holíè";206;"Skalica";2;"Trnavskı";-563119.8;-1208196.35
816850;"Holiša";511439;"Holiša";606;"Luèenec";6;"Banskobystrickı";-376965.89;-1278281.8
816884;"Holumnica";523470;"Holumnica";703;"Kemarok";7;"Prešovskı";-312017.89;-1181304.84
816892;"Honce";525731;"Honce";808;"Roòava";8;"Košickı";-325409.31;-1241655.1
816906;"Hontianska Vrbica";502251;"Hontianska Vrbica";402;"Levice";4;"Nitriansky";-454734.3;-1292179.44
816914;"Kostolné Moravce";518409;"Hontianske Moravce";605;"Krupina";6;"Banskobystrickı";-443621.55;-1287207.94
816922;"Opatové Moravce";518409;"Hontianske Moravce";605;"Krupina";6;"Banskobystrickı";-446361.88;-1287872.34
816931;"Hontianske Nemce";518417;"Hontianske Nemce";605;"Krupina";6;"Banskobystrickı";-433551.29;-1276699.14
816957;"Rakovec";518417;"Hontianske Nemce";605;"Krupina";6;"Banskobystrickı";-431757.24;-1276081.08
816973;"Hontianske Tesáre";518425;"Hontianske Tesáre";605;"Krupina";6;"Banskobystrickı";-436255.92;-1284161.9
819786;"Hronská Dúbrava";516821;"Hronská Dúbrava";613;"iar nad Hronom";6;"Banskobystrickı";-430131.55;-1244217.22
819794;"Hronské K¾aèany";502332;"Hronské K¾aèany";402;"Levice";4;"Nitriansky";-463966.29;-1280124.73
819808;"Hronské Kosihy";502341;"Hronské Kosihy";402;"Levice";4;"Nitriansky";-462762.34;-1277177.65
819816;"Hronskı Beòadik";516830;"Hronskı Beòadik";612;"arnovica";6;"Banskobystrickı";-464164.86;-1268074.85
819824;"Hrubá Borša";503797;"Hrubá Borša";108;"Senec";1;"Bratislavskı";-545756.87;-1279862.94
819832;"Su¾any";500313;"Hruboòovo";403;"Nitra";4;"Nitriansky";-502796.21;-1254499.32
819841;"Vıèapky";500313;"Hruboòovo";403;"Nitra";4;"Nitriansky";-502626.91;-1252970.33
819859;"Hrubov";520233;"Hrubov";702;"Humenné";7;"Prešovskı";-216229.01;-1200045.18
819867;"Hrubı Šúr";503801;"Hrubı Šúr";108;"Senec";1;"Bratislavskı";-550548.08;-1280408.04
819883;"Hrušov";516040;"Hrušov";610;"Ve¾kı Krtíš";6;"Banskobystrickı";-426735.1;-1291128.6
819972;"Hrušov";525758;"Hrušov";808;"Roòava";8;"Košickı";-310330.24;-1252001.57
819981;"Hrušovany";542971;"Hrušovany";406;"Topo¾èany";4;"Nitriansky";-498214.89;-1255046.87
819999;"Hrušovo";514926;"Hrušovo";609;"Rimavská Sobota";6;"Banskobystrickı";-353103.61;-1256636.63
820008;"Ostrany";514926;"Hrušovo";609;"Rimavská Sobota";6;"Banskobystrickı";-353370.48;-1259641.49
820016;"Strieovce";514926;"Hrušovo";609;"Rimavská Sobota";6;"Banskobystrickı";-354602.0;-1255825.09
820024;"Hruštín";509680;"Hruštín";507;"Námestovo";5;"ilinskı";-401424.07;-1164838.97
820032;"Hubice";501620;"Hubice";201;"Dunajská Streda";2;"Trnavskı";-552724.71;-1288303.17
820041;"Hubina";556581;"Hubina";204;"Piešany";2;"Trnavskı";-508480.7;-1235319.49
820059;"Hubošovce";524492;"Hubošovce";708;"Sabinov";7;"Prešovskı";-264557.82;-1197487.79
820075;"Hubová";510441;"Hubová";508;"Ruomberok";5;"ilinskı";-411201.07;-1188372.67
820083;"Hubovo";514934;"Hubovo";609;"Rimavská Sobota";6;"Banskobystrickı";-328949.65;-1271763.05
820091;"Hucín";525766;"Hucín";608;"Revúca";6;"Banskobystrickı";-333714.57;-1252899.28
820105;"Hudcovce";520241;"Hudcovce";702;"Humenné";7;"Prešovskı";-222644.36;-1220000.52
820113;"Hul";503193;"Hul";404;"Nové Zámky";4;"Nitriansky";-487257.41;-1293343.58
820121;"Humenné";520004;"Humenné";702;"Humenné";7;"Prešovskı";-214190.69;-1217320.07
820369;"Humenskı Rokytov";520250;"Rokytov pri Humennom";702;"Humenné";7;"Prešovskı";-205539.32;-1198467.42
820385;"Huncovce";523526;"Huncovce";703;"Kemarok";7;"Prešovskı";-325213.92;-1191074.49
820393;"Hunkovce";527327;"Hunkovce";712;"Svidník";7;"Prešovskı";-230823.09;-1169384.18
820407;"Hurbanova Ves";503819;"Hurbanova Ves";108;"Senec";1;"Bratislavskı";-548675.42;-1281954.84
820423;"Hurbanovo";501140;"Hurbanovo";401;"Komárno";4;"Nitriansky";-497141.7;-1320263.22
820482;"Husák";522490;"Husák";809;"Sobrance";8;"Košickı";-187028.05;-1245701.88
820491;"Husiná";514942;"Husiná";609;"Rimavská Sobota";6;"Banskobystrickı";-366654.63;-1277000.18
820539;"Hutka";519278;"Hutka";701;"Bardejov";7;"Prešovskı";-246970.54;-1164649.56
820547;"Boèiar";559831;"Boèiar";806;"Košice - okolie";8;"Košickı";-265070.25;-1253804.18
820555;"Soko¾any";559865;"Soko¾any";806;"Košice - okolie";8;"Košickı";-264796.12;-1252102.37
820563;"Huty";510459;"Huty";505;"Liptovskı Mikuláš";5;"ilinskı";-382827.35;-1177054.2
820571;"Hviezdoslavov";501638;"Hviezdoslavov";201;"Dunajská Streda";2;"Trnavskı";-556166.65;-1290722.71
820598;"Hvozdnica";517623;"Hvozdnica";501;"Bytèa";5;"ilinskı";-462127.68;-1172349.14
820610;"Hybe";510467;"Hybe";505;"Liptovskı Mikuláš";5;"ilinskı";-363733.39;-1196335.53
820636;"Hı¾ov";521469;"Hı¾ov";806;"Košice - okolie";8;"Košickı";-275704.7;-1237586.85
820644;"Chanava";514951;"Chanava";609;"Rimavská Sobota";6;"Banskobystrickı";-335997.02;-1278688.69
820661;"Ch¾aba";503207;"Ch¾aba";404;"Nové Zámky";4;"Nitriansky";-450140.28;-1326603.01
820679;"Chlebnice";509698;"Chlebnice";503;"Dolnı Kubín";5;"ilinskı";-389178.1;-1176127.96
820687;"Chlmec";520268;"Chlmec";702;"Humenné";7;"Prešovskı";-211882.23;-1223571.46
820695;"Chme¾nica";526754;"Chme¾nica";710;"Stará ¼ubovòa";7;"Prešovskı";-297838.47;-1174527.87
820709;"Chme¾ov";524506;"Chme¾ov";707;"Prešov";7;"Prešovskı";-248043.84;-1201612.94
820725;"Chme¾ová";519286;"Chme¾ová";701;"Bardejov";7;"Prešovskı";-256436.67;-1164076.58
820733;"Chme¾ovec";524514;"Chme¾ovec";707;"Prešov";7;"Prešovskı";-252694.78;-1199242.91
820750;"Chmiòany";524549;"Chmiòany";707;"Prešov";7;"Prešovskı";-275333.77;-1207853.79
820776;"Chminianska Nová Ves";524522;"Chminianska Nová Ves";707;"Prešov";7;"Prešovskı";-275148.62;-1205879.88
820784;"Chminianske Jakubovany";524531;"Chminianske Jakubovany";707;"Prešov";7;"Prešovskı";-279911.91;-1208357.07
820792;"Choèa";500321;"Choèa";407;"Zlaté Moravce";4;"Nitriansky";-481526.34;-1265920.1
820831;"Chocholná-Velèice";506087;"Chocholná-Velèice";309;"Trenèín";3;"Trenèiansky";-509408.86;-1201780.96
820849;"Choòkovce";522503;"Choòkovce";809;"Sobrance";8;"Košickı";-189544.9;-1233971.58
820865;"Chorvátsky Grob";507911;"Chorvátsky Grob";108;"Senec";1;"Bratislavskı";-561069.19;-1272934.58
820873;"Chotèa";527335;"Chotèa";711;"Stropkov";7;"Prešovskı";-228017.97;-1182428.39
820881;"Chotín";501158;"Chotín";401;"Komárno";4;"Nitriansky";-493924.07;-1325584.02
820903;"Chrabrany";556165;"Chrabrany";406;"Topo¾èany";4;"Nitriansky";-493643.47;-1246064.01
820911;"Chrámec";514969;"Chrámec";609;"Rimavská Sobota";6;"Banskobystrickı";-345423.89;-1285190.53
820938;"Chras nad Hornádom";543152;"Chras nad Hornádom";810;"Spišská Nová Ves";8;"Košickı";-302811.53;-1215727.82
820946;"Chrastince";516058;"Chrastince";610;"Ve¾kı Krtíš";6;"Banskobystrickı";-416274.99;-1299918.83
820954;"Chrastné";521477;"Chrastné";806;"Košice - okolie";8;"Košickı";-254989.91;-1231497.89
820962;"Malé Chrašany";500062;"Beladice";407;"Zlaté Moravce";4;"Nitriansky";-483278.03;-1269374.33
820971;"Ve¾ké Chrašany";500062;"Beladice";407;"Zlaté Moravce";4;"Nitriansky";-483360.03;-1268004.49
820989;"Brusno";514021;"Chrenovec-Brusno";307;"Prievidza";3;"Trenèiansky";-448809.47;-1223130.1
820997;"Chrenovec";514021;"Chrenovec-Brusno";307;"Prievidza";3;"Trenèiansky";-446731.71;-1219566.25
821004;"Chropov";504394;"Chropov";206;"Skalica";2;"Trnavskı";-548610.54;-1211130.49
821501;"Ia";501174;"Ia";401;"Komárno";4;"Nitriansky";-494242.99;-1330675.43
821519;"Iipovce";556807;"Iipovce";505;"Liptovskı Mikuláš";5;"ilinskı";-389758.1;-1184705.35
821527;"Ikovce";528391;"Ikovce";807;"Michalovce";8;"Košickı";-212425.16;-1260404.18
821535;"Iop";501522;"Ve¾kı Meder";201;"Dunajská Streda";2;"Trnavskı";-530784.53;-1317773.37
821551;"Jabloò";520276;"Jabloò";702;"Humenné";7;"Prešovskı";-207606.19;-1203693.63
821560;"Jablonec";507946;"Jablonec";107;"Pezinok";1;"Bratislavskı";-546078.73;-1261713.38
821586;"Jablonica";504416;"Jablonica";205;"Senica";2;"Trnavskı";-544717.9;-1232703.23
821632;"Jablonka";504424;"Jablonka";303;"Myjava";3;"Trenèiansky";-530073.66;-1219850.47
821713;"Jablonov";543179;"Jablonov";704;"Levoèa";7;"Prešovskı";-302016.71;-1203008.52
821721;"Jablonov nad Turòou";525782;"Jablonov nad Turòou";808;"Roòava";8;"Košickı";-306484.25;-1251978.9
821730;"Dolné Jabloòovce";502383;"Jabloòovce";402;"Levice";4;"Nitriansky";-445782.87;-1272651.27
821748;"Horné Jabloòovce";502383;"Jabloòovce";402;"Levice";4;"Nitriansky";-448716.96;-1271904.48
821756;"Jablonové";507954;"Jablonové";106;"Malacky";1;"Bratislavskı";-572528.67;-1258140.94
821772;"Jablonové";517631;"Jablonové";501;"Bytèa";5;"ilinskı";-455836.45;-1175388.47
821781;"Jacovce";556157;"Jacovce";406;"Topo¾èany";4;"Nitriansky";-493583.52;-1238084.75
821802;"Dunajskı Klátov";555541;"Dunajskı Klátov";201;"Dunajská Streda";2;"Trnavskı";-531831.75;-1297722.19
821811;"Jahodná";501654;"Jahodná";201;"Dunajská Streda";2;"Trnavskı";-529453.67;-1296014.87
821845;"Jaklovce";543187;"Jaklovce";801;"Gelnica";8;"Košickı";-280500.8;-1221831.11
821853;"Jakovany";524557;"Jakovany";708;"Sabinov";7;"Prešovskı";-274227.1;-1190467.73
821870;"Jakubany";526762;"Jakubany";710;"Stará ¼ubovòa";7;"Prešovskı";-304803.35;-1188085.86
821888;"Jakubov";507962;"Jakubov";106;"Malacky";1;"Bratislavskı";-583927.12;-1249992.84
821896;"Jakubova Vo¾a";524565;"Jakubova Vo¾a";708;"Sabinov";7;"Prešovskı";-278779.37;-1194142.62
821900;"Jakubovany";510505;"Jakubovany";505;"Liptovskı Mikuláš";5;"ilinskı";-371406.18;-1189055.38
821926;"Jakubovany";524573;"Jakubovany";708;"Sabinov";7;"Prešovskı";-269401.07;-1195300.02
821934;"Jakušovce";527343;"Jakušovce";711;"Stropkov";7;"Prešovskı";-224432.47;-1192635.0
821942;"Jalná";517313;"Trnavá Hora";613;"iar nad Hronom";6;"Banskobystrickı";-433107.03;-1245431.89
821951;"Jalová";520284;"Jalová";709;"Snina";7;"Prešovskı";-189941.04;-1207017.08
821969;"Jalovec";510513;"Jalovec";505;"Liptovskı Mikuláš";5;"ilinskı";-376112.78;-1182687.62
821977;"Jalovec";557714;"Jalovec";307;"Prievidza";3;"Trenèiansky";-445133.57;-1219694.6
821985;"Jalšové";507130;"Jalšové";203;"Hlohovec";2;"Trnavskı";-515912.5;-1246181.22
822001;"Jalšovík";518484;"Jalšovík";605;"Krupina";6;"Banskobystrickı";-423875.44;-1275173.02
822019;"Jamník";510521;"Jamník";505;"Liptovskı Mikuláš";5;"ilinskı";-373054.49;-1193416.06
822027;"Jamník";543195;"Jamník";810;"Spišská Nová Ves";8;"Košickı";-305237.99;-1212776.13
822035;"Janice";514993;"Janice";609;"Rimavská Sobota";6;"Banskobystrickı";-343092.62;-1285744.92
822043;"Janík";521485;"Janík";806;"Košice - okolie";8;"Košickı";-284650.12;-1258006.03
822051;"Búštelek";501662;"Janíky";201;"Dunajská Streda";2;"Trnavskı";-553080.65;-1282375.75
822060;"Dolné Janíky";501662;"Janíky";201;"Dunajská Streda";2;"Trnavskı";-551161.99;-1283690.57
822078;"Horné Janíky";501662;"Janíky";201;"Dunajská Streda";2;"Trnavskı";-552337.91;-1282565.77
822086;"Jankovce";520292;"Jankovce";702;"Humenné";7;"Prešovskı";-221227.58;-1203768.59
822094;"Jánošíková";545333;"Dunajská Luná";108;"Senec";1;"Bratislavskı";-563247.62;-1289574.27
822108;"Janov";524581;"Janov";707;"Prešov";7;"Prešovskı";-268800.41;-1214920.33
822124;"Janova Lehota";516872;"Janova Lehota";613;"iar nad Hronom";6;"Banskobystrickı";-445922.03;-1233893.42
822132;"Janova Ves";543047;"Klátova Nová Ves";305;"Partizánske";3;"Trenèiansky";-479366.33;-1246766.58
822141;"Jánovce";503827;"Jánovce";202;"Galanta";2;"Trnavskı";-542190.03;-1279651.79
822167;"Janovce";519294;"Janovce";701;"Bardejov";7;"Prešovskı";-256900.76;-1188061.09
822183;"Jánovce";523542;"Jánovce";706;"Poprad";7;"Prešovskı";-322370.91;-1202656.99
822191;"Machalovce";523542;"Jánovce";706;"Poprad";7;"Prešovskı";-321183.03;-1203401.86
822205;"Janovík";524590;"Janovík";707;"Prešov";7;"Prešovskı";-260570.48;-1226961.58
822213;"Jarabá";508691;"Jarabá";603;"Brezno";6;"Banskobystrickı";-375368.58;-1213829.49
822221;"Jarabina";526771;"Jarabina";710;"Stará ¼ubovòa";7;"Prešovskı";-302786.84;-1166086.21
822230;"Jarná";506877;"Cífer";207;"Trnava";2;"Trnavskı";-545556.71;-1264114.99
822248;"Jarok";500356;"Jarok";403;"Nitra";4;"Nitriansky";-509272.2;-1272785.44
822256;"Jarovce";529443;"Bratislava-Jarovce";105;"Bratislava V";1;"Bratislavskı";-574719.48;-1289184.43
822272;"Jarovnice";524603;"Jarovnice";708;"Sabinov";7;"Prešovskı";-276424.78;-1201648.85
